request_status,date_received,date_completed,suburb,category,service_desc,days_to_complete,calc_days
CLOSED,2015-10-13,2015-10-20,NA,Graffiti,Graffiti Removal,7,7
CLOSED,2015-10-10,2015-10-15,NA,Roads and Traffic,Road and Footpath Maintenance,5,5
CLOSED,2015-11-06,2015-11-10,NA,Parks and Trees,Tree Maintenance Services,4,4
CLOSED,2016-01-08,2016-01-15,NA,"Waste, Street Cleaning and Litter",Missing Bin,7,7
CLOSED,2015-10-06,2015-12-14,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,69,69
CLOSED,2016-05-04,2016-05-10,NA,"Waste, Street Cleaning and Litter",Waste collection services,6,6
CLOSED,2015-12-11,2015-12-12,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,1,1
CLOSED,2016-05-04,2016-05-09,NA,"Waste, Street Cleaning and Litter",Waste collection services,5,5
CLOSED,2015-10-05,2015-10-06,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,1,1
CLOSED,2015-12-11,2015-12-14,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,3,3
CLOSED,2016-03-08,2016-03-09,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,1,1
CLOSED,2016-03-08,2016-03-09,NA,Roads and Traffic,Drain Maintenance,1,1
CLOSED,2015-07-14,2015-07-15,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,1,1
CLOSED,2016-03-08,2016-03-09,NA,Roads and Traffic,Traffic Management,1,1
CLOSED,2015-11-07,2015-11-07,NA,Parking,Parking Compliance Services,0,0
CLOSED,2016-05-05,2016-05-19,NA,Parks and Trees,Tree Maintenance Services,14,14
CLOSED,2016-05-09,2016-05-10,NA,Graffiti,Graffiti Removal,1,1
CLOSED,2016-01-07,2016-01-12,NA,Graffiti,Graffiti Removal,5,5
CLOSED,2015-11-05,2015-11-18,NA,Graffiti,Graffiti Removal,13,13
CLOSED,2015-12-11,2016-05-23,NA,Parking,Parking Meter Service,164,164
CLOSED,2016-01-05,2016-01-14,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,9,9
CLOSED,2016-01-05,2016-02-10,NA,Asset maintenance,Street Maintenance,36,36
CLOSED,2015-07-20,2015-07-23,NA,"Waste, Street Cleaning and Litter",Damaged Bins,3,3
CLOSED,2016-05-04,2016-05-09,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,5,5
CLOSED,2015-10-11,2015-10-14,NA,Roads and Traffic,Traffic Management,3,3
CLOSED,2015-10-06,2015-10-12,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,6,6
CLOSED,2016-02-25,2016-03-22,NA,"Waste, Street Cleaning and Litter",Waste collection services,26,26
CLOSED,2016-02-02,2016-02-26,NA,Graffiti,Graffiti Removal,24,24
CLOSED,2016-02-01,2016-02-08,NA,"Waste, Street Cleaning and Litter",Damaged Bins,7,7
CLOSED,2016-02-05,2016-03-15,NA,Parks and Trees,Tree Maintenance Services,39,39
CLOSED,2016-04-29,2016-05-03,NA,Graffiti,Graffiti Removal,4,4
CLOSED,2016-03-07,2016-03-16,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,9,9
CLOSED,2015-10-07,2015-10-07,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,0,0
CLOSED,2015-11-18,2015-11-24,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,6,6
CLOSED,2015-11-18,2015-11-20,NA,"Waste, Street Cleaning and Litter",Missing Bin,2,2
CLOSED,2015-10-20,2015-11-09,NA,Roads and Traffic,Traffic Management,20,20
CLOSED,2015-12-12,2015-12-18,NA,"Waste, Street Cleaning and Litter",Waste collection services,6,6
CLOSED,2015-11-17,2015-11-27,NA,Roads and Traffic,Road and Footpath Maintenance,10,10
CLOSED,2015-11-21,2015-12-01,NA,Parks and Trees,Tree Maintenance Services,10,10
CLOSED,2016-03-03,2016-03-15,NA,Graffiti,Graffiti Removal,12,12
CLOSED,2016-05-04,2016-05-06,NA,Asset maintenance,Street Maintenance,2,2
CLOSED,2015-10-12,2016-02-29,NA,Asset maintenance,Street Maintenance,140,140
CLOSED,2016-05-02,2016-05-06,NA,Asset maintenance,Street Maintenance,4,4
CLOSED,2015-11-17,2015-12-10,NA,Roads and Traffic,Traffic Management,23,23
CLOSED,2016-03-08,2016-05-10,NA,"Waste, Street Cleaning and Litter",Waste collection services,63,63
CLOSED,2016-02-08,2016-02-12,NA,Graffiti,Graffiti Removal,4,4
CLOSED,2015-10-25,2015-11-15,NA,"Waste, Street Cleaning and Litter",Waste collection services,21,21
CLOSED,2016-05-02,2016-05-10,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,8,8
CLOSED,2015-10-12,2015-10-13,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,1,1
CLOSED,2016-03-02,2016-03-17,NA,Asset maintenance,Bridge Maintenance,15,15
CLOSED,2015-12-07,2016-03-10,NA,Roads and Traffic,Traffic Management,94,94
CLOSED,2016-02-02,2016-02-25,NA,Graffiti,Graffiti Removal,23,23
CLOSED,2016-03-03,2016-04-01,NA,Graffiti,Graffiti Removal,29,29
CLOSED,2015-11-20,2015-11-24,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,4,4
CLOSED,2015-10-23,2015-11-12,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,20,20
CLOSED,2015-09-29,2015-10-01,NA,Parking,Parking Compliance Services,2,2
CLOSED,2015-10-19,2015-10-30,NA,Roads and Traffic,Traffic Management,11,11
CLOSED,2015-10-22,2015-10-29,NA,"Waste, Street Cleaning and Litter",Waste collection services,7,7
CLOSED,2015-12-14,2015-12-24,NA,"Waste, Street Cleaning and Litter",Waste collection services,10,10
CLOSED,2015-12-14,2015-12-14,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,0,0
CLOSED,2015-10-06,2015-10-13,NA,Parks and Trees,Tree Maintenance Services,7,7
CLOSED,2015-10-23,2015-11-05,NA,Roads and Traffic,Road and Footpath Maintenance,13,13
CLOSED,2015-10-12,2015-10-12,NA,Graffiti,Graffiti Removal,0,0
CLOSED,2015-11-16,2015-11-18,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,2,2
CLOSED,2015-11-16,2015-11-26,NA,Graffiti,Graffiti Removal,10,10
CLOSED,2016-01-06,2016-01-08,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,2,2
CLOSED,2016-05-06,2016-05-09,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,3,3
CLOSED,2016-05-06,2016-05-09,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,3,3
CLOSED,2015-10-07,2015-10-21,NA,Parks and Trees,Tree Maintenance Services,14,14
CLOSED,2015-10-14,2015-10-21,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,7,7
CLOSED,2016-02-02,2016-02-03,NA,Roads and Traffic,Drain Maintenance,1,1
CLOSED,2016-01-05,2016-01-07,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,2,2
CLOSED,2016-03-04,2016-03-04,NA,Parking,Parking Compliance Services,0,0
CLOSED,2015-12-07,2015-12-29,NA,Parking,Parking Meter Service,22,22
CLOSED,2015-12-11,2015-12-16,NA,Parks and Trees,Tree Maintenance Services,5,5
CLOSED,2015-12-12,2015-12-12,NA,"Waste, Street Cleaning and Litter",Waste collection services,0,0
CLOSED,2015-11-17,2015-12-14,NA,Roads and Traffic,Road and Footpath Maintenance,27,27
CLOSED,2016-02-01,2016-02-03,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,2,2
CLOSED,2015-10-19,2015-10-28,NA,Graffiti,Graffiti Removal,9,9
CLOSED,2015-10-20,2015-12-03,NA,Asset maintenance,Street Maintenance,44,44
CLOSED,2015-11-16,2015-11-19,NA,Graffiti,Graffiti Removal,3,3
CLOSED,2016-05-01,2016-05-03,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,2,2
CLOSED,2016-02-08,2016-02-08,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,0,0
CLOSED,2016-03-02,2016-03-07,NA,Graffiti,Graffiti Removal,5,5
CLOSED,2016-03-03,2016-03-03,NA,Roads and Traffic,Traffic Management,0,0
CLOSED,2016-01-27,2016-01-29,NA,Asset maintenance,Street Maintenance,2,2
CLOSED,2016-02-08,2016-02-15,East Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7,7
CLOSED,2016-03-18,2016-03-24,NA,Parks and Trees,Tree Maintenance Services,6,6
CLOSED,2016-03-16,2016-03-16,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,0,0
CLOSED,2016-03-21,2016-03-29,NA,Roads and Traffic,Drain Maintenance,8,8
CLOSED,2015-10-07,2015-10-13,Melbourne,Graffiti,Graffiti Removal,6,6
CLOSED,2015-07-28,2015-08-28,Melbourne,Roads and Traffic,Road and Footpath Maintenance,31,31
CLOSED,2015-01-05,2015-01-15,Carlton,Parks and Trees,Condition of Assets in Parks,10,10
CLOSED,2016-01-14,2016-01-15,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,1,1
CLOSED,2016-02-26,2016-03-04,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,7,7
CLOSED,2016-02-10,2016-02-11,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,1,1
CLOSED,2015-08-25,2015-09-18,NA,Parks and Trees,Tree Maintenance Services,24,24
CLOSED,2016-02-05,2016-02-12,Carlton North,Graffiti,Graffiti Removal,7,7
CLOSED,2015-08-10,2015-08-12,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,2,2
CLOSED,2015-07-08,2015-07-09,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2015-01-21,2015-01-22,NA,Roads and Traffic,Drain Maintenance,1,1
CLOSED,2015-05-26,2015-06-22,NA,Roads and Traffic,Traffic Management,27,27
CLOSED,2015-05-05,2015-05-18,NA,Graffiti,Graffiti Removal,13,13
CLOSED,2016-06-06,2016-06-08,Melbourne,Graffiti,Graffiti Removal,2,2
CLOSED,2015-09-15,2015-09-23,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,8,8
CLOSED,2015-01-14,2015-01-21,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,7,7
CLOSED,2015-07-28,2015-07-31,NA,Graffiti,Graffiti Removal,3,3
CLOSED,2015-07-09,2015-09-03,NA,Asset maintenance,Street Lighting Maintenance,56,56
CLOSED,2015-06-23,2015-06-25,NA,Roads and Traffic,Traffic Management,2,2
CLOSED,2015-08-10,2015-09-07,NA,Parks and Trees,Tree Maintenance Services,28,28
CLOSED,2015-07-07,2015-07-09,NA,Roads and Traffic,Road and Footpath Maintenance,2,2
CLOSED,2015-06-10,2015-06-12,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,2,2
CLOSED,2015-06-18,2015-07-23,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,35,35
CLOSED,2015-04-24,2015-05-12,NA,"Waste, Street Cleaning and Litter",Waste collection services,18,18
CLOSED,2015-05-11,2015-05-12,NA,Roads and Traffic,Drain Maintenance,1,1
CLOSED,2015-08-29,2015-12-14,NA,Roads and Traffic,Drain Maintenance,107,107
CLOSED,2015-05-26,2015-05-31,NA,Asset maintenance,Street Lighting Maintenance,5,5
CLOSED,2015-05-08,2015-05-12,NA,Graffiti,Graffiti Removal,4,4
CLOSED,2015-05-15,2015-05-15,NA,Roads and Traffic,Drain Maintenance,0,0
CLOSED,2015-09-30,2015-10-07,NA,Roads and Traffic,Road and Footpath Maintenance,7,7
CLOSED,2015-08-06,2015-08-12,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,6,6
CLOSED,2015-09-01,2015-09-04,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,3,3
CLOSED,2015-09-10,2016-03-17,NA,Roads and Traffic,Road and Footpath Maintenance,189,189
CLOSED,2015-08-05,2015-08-20,NA,Graffiti,Graffiti Removal,15,15
CLOSED,2015-07-22,2015-07-24,NA,"Waste, Street Cleaning and Litter",Waste collection services,2,2
CLOSED,2015-09-15,2015-10-09,NA,Asset maintenance,Street Maintenance,24,24
CLOSED,2015-08-11,2015-08-13,NA,"Waste, Street Cleaning and Litter",Waste collection services,2,2
CLOSED,2015-07-16,2015-07-23,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,7,7
CLOSED,2015-05-21,2015-09-10,NA,Roads and Traffic,Road and Footpath Maintenance,112,112
CLOSED,2015-07-16,2015-07-24,NA,Parks and Trees,Tree Maintenance Services,8,8
CLOSED,2015-07-21,2015-07-22,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,1,1
CLOSED,2015-09-16,2015-12-02,NA,Asset maintenance,Bridge Maintenance,77,77
CLOSED,2015-08-03,2015-08-07,NA,Asset maintenance,Bridge Maintenance,4,4
CLOSED,2015-08-28,2015-09-09,NA,Parks and Trees,Park Cleaning,12,12
CLOSED,2015-07-21,2015-07-24,NA,Parks and Trees,Tree Maintenance Services,3,3
CLOSED,2015-08-18,2015-08-24,NA,Roads and Traffic,Traffic Management,6,6
CLOSED,2015-09-21,2015-10-07,NA,Parking,Parking Meter Service,16,16
CLOSED,2015-07-16,2015-08-17,NA,Parks and Trees,Park Cleaning,32,32
CLOSED,2015-07-15,2015-07-17,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,2,2
CLOSED,2015-08-01,2015-08-03,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,2,2
CLOSED,2015-07-16,2015-07-20,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,4,4
CLOSED,2015-09-04,2015-09-14,NA,Graffiti,Graffiti Removal,10,10
CLOSED,2015-09-10,2015-10-05,NA,Asset maintenance,Street Maintenance,25,25
CLOSED,2015-07-26,2015-08-12,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,17,17
CLOSED,2015-08-25,2015-09-01,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,7,7
CLOSED,2015-08-04,2015-08-07,NA,Roads and Traffic,Traffic Management,3,3
CLOSED,2015-08-05,2015-08-15,NA,"Waste, Street Cleaning and Litter",Waste collection services,10,10
CLOSED,2015-07-22,2015-07-23,NA,Asset maintenance,Street Lighting Maintenance,1,1
CLOSED,2015-08-25,2015-09-15,NA,"Waste, Street Cleaning and Litter",Waste collection services,21,21
CLOSED,2015-08-11,2015-08-13,NA,Asset maintenance,Street Lighting Maintenance,2,2
CLOSED,2015-08-25,2015-09-10,NA,Graffiti,Graffiti Removal,16,16
CLOSED,2015-08-11,2015-08-13,NA,Roads and Traffic,Traffic Management,2,2
CLOSED,2015-08-31,2015-09-14,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,14,14
CLOSED,2015-09-15,2015-09-18,NA,"Waste, Street Cleaning and Litter",Missing Bin,3,3
CLOSED,2015-09-15,2015-09-18,NA,Roads and Traffic,Drain Maintenance,3,3
CLOSED,2015-07-27,2015-08-03,NA,"Waste, Street Cleaning and Litter",Waste collection services,7,7
CLOSED,2015-09-02,2015-09-14,NA,Graffiti,Graffiti Removal,12,12
CLOSED,2015-08-31,2015-09-02,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,2,2
CLOSED,2015-07-27,2015-07-27,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,0,0
CLOSED,2015-08-31,2015-09-25,NA,"Waste, Street Cleaning and Litter",Waste collection services,25,25
CLOSED,2015-07-09,2015-09-25,NA,Parks and Trees,Park Cleaning,78,78
CLOSED,2015-07-28,2015-07-30,NA,"Waste, Street Cleaning and Litter",Damaged Bins,2,2
CLOSED,2015-09-02,2015-09-08,NA,Roads and Traffic,Road and Footpath Maintenance,6,6
CLOSED,2015-07-15,2015-09-23,NA,Parking,Parking Meter Service,70,70
CLOSED,2015-03-10,2015-03-13,West Melbourne,Parks and Trees,Park Cleaning,3,3
CLOSED,2015-09-04,2015-09-04,NA,Asset maintenance,Street Lighting Maintenance,0,0
CLOSED,2015-08-17,2016-01-04,NA,Roads and Traffic,Road and Footpath Maintenance,140,140
CLOSED,2015-09-16,2015-11-12,NA,Parks and Trees,Park Cleaning,57,57
CLOSED,2015-02-23,2015-03-11,South Yarra,Graffiti,Graffiti Removal,16,16
CLOSED,2015-09-04,2015-09-04,NA,Parking,Parking Compliance Services,0,0
CLOSED,2015-08-20,2015-08-21,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,1,1
CLOSED,2015-07-16,2015-07-16,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,0,0
CLOSED,2016-01-20,2016-01-29,Melbourne,Parks and Trees,Tree Maintenance Services,9,9
CLOSED,2015-08-19,2015-08-25,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,6,6
CLOSED,2015-09-09,2015-10-07,NA,Parking,Parking Meter Service,28,28
CLOSED,2015-11-29,2015-12-01,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,2,2
CLOSED,2015-09-04,2015-09-09,NA,Roads and Traffic,Drain Maintenance,5,5
CLOSED,2015-09-10,2015-11-23,Melbourne,Parks and Trees,Park Cleaning,74,74
CLOSED,2015-09-04,2015-09-07,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,3,3
CLOSED,2014-11-26,2014-12-16,NA,Parks and Trees,Tree Maintenance Services,20,20
CLOSED,2015-07-20,2015-11-11,NA,Asset maintenance,Bike pod services,114,114
CLOSED,2015-09-23,2015-10-22,Carlton,Roads and Traffic,Road and Footpath Maintenance,29,29
CLOSED,2015-07-16,2015-07-17,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,1,1
CLOSED,2015-02-26,2015-12-11,NA,Roads and Traffic,Traffic Management,288,288
CLOSED,2015-08-03,2015-08-17,NA,Graffiti,Graffiti Removal,14,14
CLOSED,2015-09-09,2015-09-10,NA,"Waste, Street Cleaning and Litter",Waste collection services,1,1
CLOSED,2015-03-10,2015-03-13,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,3,3
CLOSED,2015-08-11,2015-08-26,NA,Graffiti,Graffiti Removal,15,15
CLOSED,2015-09-18,2015-10-05,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,17,17
CLOSED,2015-10-01,2015-10-05,NA,"Waste, Street Cleaning and Litter",Damaged Bins,4,4
CLOSED,2015-07-28,2015-08-04,NA,Roads and Traffic,Road and Footpath Maintenance,7,7
CLOSED,2016-05-26,2016-05-30,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,4,4
CLOSED,2015-12-31,2016-01-12,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,12,12
CLOSED,2015-01-12,2015-01-14,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2,2
CLOSED,2016-02-16,2016-02-23,Melbourne,Parks and Trees,Condition of Assets in Parks,7,7
CLOSED,2016-03-23,2016-04-06,Kensington,Roads and Traffic,Road and Footpath Maintenance,14,14
CLOSED,2016-03-03,2016-03-16,NA,Parks and Trees,Tree Maintenance Services,13,13
CLOSED,2015-02-06,2015-02-10,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,4,4
CLOSED,2016-05-06,2016-05-24,South Yarra,Parks and Trees,Park Cleaning,18,18
CLOSED,2015-08-16,2015-08-19,NA,Parks and Trees,Condition of Assets in Parks,3,3
CLOSED,2015-07-31,2015-08-03,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,3,3
CLOSED,2016-05-19,2016-06-24,NA,Roads and Traffic,Drain Maintenance,36,36
CLOSED,2015-08-10,2015-08-12,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,2,2
CLOSED,2016-05-27,2016-05-30,Melbourne,Parks and Trees,Condition of Assets in Parks,3,3
CLOSED,2015-08-12,2015-08-27,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,15,15
CLOSED,2015-07-20,2015-08-03,Melbourne,Parks and Trees,Lawns and Irrigation,14,14
CLOSED,2014-12-08,2014-12-12,Melbourne,Parks and Trees,Tree Maintenance Services,4,4
CLOSED,2016-05-04,2016-05-08,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4,4
CLOSED,2015-04-24,2015-04-24,Melbourne,Parking,Parking Compliance Services,0,0
CLOSED,2016-02-09,2016-02-16,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,7,7
CLOSED,2015-01-05,2015-01-13,Kensington,Parks and Trees,Tree Maintenance Services,8,8
CLOSED,2015-03-05,2015-03-24,Melbourne,Graffiti,Graffiti Removal,19,19
CLOSED,2015-10-16,2015-11-12,North Melbourne,Graffiti,Graffiti Removal,27,27
CLOSED,2015-06-11,2015-06-15,East Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,4,4
CLOSED,2015-03-24,2015-03-27,Melbourne,Parks and Trees,Tree Maintenance Services,3,3
CLOSED,2015-12-30,2016-01-04,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5,5
CLOSED,2015-01-20,2015-01-23,Melbourne,Parks and Trees,Tree Maintenance Services,3,3
CLOSED,2015-12-08,2016-01-20,NA,Parks and Trees,Tree Maintenance Services,43,43
CLOSED,2016-03-08,2016-03-15,West Melbourne,Graffiti,Graffiti Removal,7,7
CLOSED,2016-05-03,2016-05-09,North Melbourne,Parks and Trees,Tree Maintenance Services,6,6
CLOSED,2016-05-04,2016-05-11,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,7,7
CLOSED,2015-02-27,2015-03-06,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,7,7
CLOSED,2015-03-30,2015-04-01,NA,"Waste, Street Cleaning and Litter",Waste collection services,2,2
CLOSED,2016-05-17,2016-05-23,NA,Graffiti,Graffiti Removal,6,6
CLOSED,2015-08-25,2015-08-26,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,1,1
CLOSED,2015-12-22,2015-12-22,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,0,0
CLOSED,2015-04-07,2015-04-07,NA,Asset maintenance,Street Lighting Maintenance,0,0
CLOSED,2016-04-14,2016-04-20,NA,Roads and Traffic,Road and Footpath Maintenance,6,6
CLOSED,2015-08-18,2015-08-19,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,1,1
CLOSED,2016-06-01,2016-06-03,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,2,2
CLOSED,2015-01-30,2015-02-11,NA,"Waste, Street Cleaning and Litter",Waste collection services,12,12
CLOSED,2016-04-03,2016-04-28,NA,Graffiti,Graffiti Removal,25,25
CLOSED,2015-07-13,2015-07-17,NA,Parking,Parking Meter Service,4,4
CLOSED,2016-09-05,2016-10-06,Carlton,Graffiti,Graffiti Removal,31,31
CLOSED,2015-10-04,2015-10-07,NA,"Waste, Street Cleaning and Litter",Damaged Bins,3,3
CLOSED,2016-03-16,2016-03-18,NA,"Waste, Street Cleaning and Litter",Damaged Bins,2,2
CLOSED,2016-01-29,2016-01-29,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,0,0
CLOSED,2016-02-10,2016-03-01,NA,Parks and Trees,Tree Maintenance Services,20,20
CLOSED,2015-04-21,2015-04-22,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,1,1
CLOSED,2015-10-13,2015-10-20,NA,Roads and Traffic,Traffic Management,7,7
CLOSED,2015-10-08,2015-10-08,NA,Parking,Parking Compliance Services,0,0
CLOSED,2016-06-14,2016-06-22,NA,Graffiti,Graffiti Removal,8,8
CLOSED,2016-03-31,2016-04-12,NA,Graffiti,Graffiti Removal,12,12
CLOSED,2015-12-16,2016-01-21,NA,Roads and Traffic,Traffic Management,36,36
CLOSED,2015-12-18,2015-12-30,North Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,12,12
CLOSED,2016-03-18,2016-03-18,NA,Parking,Parking Compliance Services,0,0
CLOSED,2015-12-17,2015-12-17,NA,Roads and Traffic,Traffic Management,0,0
CLOSED,2016-06-21,2016-06-22,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2015-02-06,2015-02-16,NA,Roads and Traffic,Traffic Management,10,10
CLOSED,2016-02-09,2016-02-10,NA,Parks and Trees,Tree Maintenance Services,1,1
CLOSED,2015-10-06,2015-10-09,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,3,3
CLOSED,2016-01-13,2016-01-14,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2016-03-11,2016-03-11,NA,Parking,Parking Compliance Services,0,0
CLOSED,2016-03-20,2016-03-20,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,0,0
CLOSED,2015-03-03,2015-03-17,NA,Parking,Parking Meter Service,14,14
CLOSED,2015-02-16,2015-02-19,NA,Graffiti,Graffiti Removal,3,3
CLOSED,2016-03-23,2016-05-11,NA,Asset maintenance,Street Maintenance,49,49
CLOSED,2015-02-23,2015-03-16,NA,Asset maintenance,Street Maintenance,21,21
CLOSED,2015-08-19,2015-08-21,NA,Roads and Traffic,Drain Maintenance,2,2
CLOSED,2016-09-05,2016-09-16,Melbourne,Graffiti,Graffiti Removal,11,11
CLOSED,2016-03-10,2016-03-14,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,4,4
CLOSED,2015-07-28,2015-08-06,NA,Graffiti,Graffiti Removal,9,9
CLOSED,2014-11-27,2014-12-08,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,11,11
CLOSED,2015-07-17,2015-07-20,NA,"Waste, Street Cleaning and Litter",Waste collection services,3,3
CLOSED,2015-03-24,2015-04-01,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,8,8
CLOSED,2015-09-17,2015-09-29,NA,"Waste, Street Cleaning and Litter",Waste collection services,12,12
CLOSED,2016-04-12,2016-04-20,NA,Graffiti,Graffiti Removal,8,8
CLOSED,2015-08-05,2015-08-11,NA,"Waste, Street Cleaning and Litter",Damaged Bins,6,6
CLOSED,2016-01-25,2016-01-28,NA,Graffiti,Graffiti Removal,3,3
CLOSED,2015-07-17,2015-07-21,NA,Parks and Trees,Tree Maintenance Services,4,4
CLOSED,2015-03-10,2015-03-19,NA,Graffiti,Graffiti Removal,9,9
CLOSED,2015-07-17,2015-07-21,NA,"Waste, Street Cleaning and Litter",Missing Bin,4,4
CLOSED,2015-01-09,2015-01-13,NA,Parking,Parking Meter Service,4,4
CLOSED,2015-07-19,2015-07-20,NA,Roads and Traffic,Road and Footpath Maintenance,1,1
CLOSED,2015-02-11,2015-02-12,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,1,1
CLOSED,2015-08-24,2015-08-24,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,0,0
CLOSED,2015-05-25,2015-05-27,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,2,2
CLOSED,2015-09-07,2015-09-10,NA,"Waste, Street Cleaning and Litter",Missing Bin,3,3
CLOSED,2015-10-06,2015-10-08,NA,"Waste, Street Cleaning and Litter",Missing Bin,2,2
CLOSED,2015-07-24,2015-09-14,NA,Parks and Trees,Park Cleaning,52,52
CLOSED,2016-02-02,2016-02-04,NA,Roads and Traffic,Road and Footpath Maintenance,2,2
CLOSED,2015-09-09,2015-09-25,NA,Roads and Traffic,Traffic Management,16,16
CLOSED,2015-11-24,2015-11-27,Docklands,Graffiti,Graffiti Removal,3,3
CLOSED,2015-08-03,2015-08-14,NA,Asset maintenance,Street Lighting Maintenance,11,11
CLOSED,2016-03-26,2016-04-05,NA,Roads and Traffic,Traffic Management,10,10
CLOSED,2015-12-11,2015-12-15,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,4,4
CLOSED,2016-01-08,2016-01-08,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,0,0
CLOSED,2016-05-16,2016-05-19,Southbank,Parks and Trees,Tree Maintenance Services,3,3
CLOSED,2015-09-30,2015-10-01,NA,Graffiti,Graffiti Removal,1,1
