request_status,date_received,date_completed,suburb,category,service_desc,days_to_complete
CLOSED,2014-11-15,2014-11-15,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-04-29,2015-06-24,Melbourne,Parks and Trees,Tree Maintenance Services,56
CLOSED,2014-12-02,2014-12-05,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,3
CLOSED,2015-01-19,2015-03-31,South Yarra,Parks and Trees,Park Cleaning,71
CLOSED,2014-11-14,2014-11-17,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2015-07-02,2015-07-03,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-04-22,2015-05-12,North Melbourne,Parks and Trees,Park Cleaning,20
CLOSED,2014-12-23,2015-01-15,Southbank,Parks and Trees,Tree Maintenance Services,23
CLOSED,2015-09-02,2015-09-14,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,12
CLOSED,2015-09-10,2015-09-17,Carlton,Parks and Trees,Lawns and Irrigation,7
CLOSED,2015-02-04,2015-02-04,Carlton,Parks and Trees,Condition of Assets in Parks,1
CLOSED,2015-02-12,2015-03-19,Carlton,Parks and Trees,Park Cleaning,35
CLOSED,2015-02-05,2015-02-06,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,1
CLOSED,2016-02-23,2016-02-29,Southbank,"Waste, Street Cleaning and Litter",Damaged Bins,6
CLOSED,2016-02-02,2016-02-08,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
CLOSED,2015-07-27,2015-08-17,Melbourne,Graffiti,Graffiti Removal,21
CLOSED,2015-10-08,2015-10-09,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-11-05,2015-11-11,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,6
CLOSED,2015-04-10,2015-04-13,Carlton,"Waste, Street Cleaning and Litter",Public Litter Bin,3
CLOSED,2015-09-17,2015-10-09,Carlton North,Parks and Trees,Condition of Assets in Parks,22
CLOSED,2015-09-14,2015-09-16,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-02-06,2015-06-16,North Melbourne,Parks and Trees,Park Cleaning,130
CLOSED,2016-06-20,2016-06-27,Carlton,Parks and Trees,Park Cleaning,7
CLOSED,2016-04-30,2016-06-07,,Parks and Trees,Tree Maintenance Services,38
CLOSED,2015-10-26,2015-11-10,,Graffiti,Graffiti Removal,15
CLOSED,2015-06-29,2015-07-13,Carlton,Parks and Trees,Tree Maintenance Services,14
CLOSED,2015-07-01,2015-07-20,Kensington,Graffiti,Graffiti Removal,19
CLOSED,2015-09-21,2015-10-13,Docklands,Graffiti,Graffiti Removal,22
CLOSED,2016-01-02,2016-01-14,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,12
CLOSED,2015-07-02,2015-07-03,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,1
CLOSED,2015-06-25,2015-07-02,Melbourne,Graffiti,Graffiti Removal,7
CLOSED,2016-02-15,2016-03-10,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,24
CLOSED,2015-05-13,2015-05-20,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7
CLOSED,2016-03-23,2016-03-31,West Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,8
CLOSED,2015-01-14,2015-01-21,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7
CLOSED,2015-06-12,2015-06-22,East Melbourne,Graffiti,Graffiti Removal,10
CLOSED,2015-12-01,2015-12-22,,"Waste, Street Cleaning and Litter",Waste collection services,21
CLOSED,2014-11-18,2014-11-19,Melbourne,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2015-12-07,2015-12-07,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-03-06,2015-03-12,South Yarra,Parks and Trees,Tree Maintenance Services,6
CLOSED,2015-10-13,2015-10-15,Melbourne,Parks and Trees,Park Cleaning,2
CLOSED,2016-02-06,2016-02-10,Parkville,"Waste, Street Cleaning and Litter",Missing Bin,4
CLOSED,2016-02-15,2016-03-02,South Yarra,Parks and Trees,Lawns and Irrigation,16
CLOSED,2015-10-14,2015-10-14,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-02-26,2015-04-16,Carlton,Parks and Trees,Park Cleaning,49
CLOSED,2016-01-22,2016-01-26,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
CLOSED,2016-03-11,2016-03-14,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2016-04-26,2016-05-11,Melbourne,Graffiti,Graffiti Removal,15
CLOSED,2014-11-28,2014-12-08,West Melbourne,Parks and Trees,Tree Maintenance Services,10
CLOSED,2016-04-11,2016-04-11,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-10-23,2015-10-23,West Melbourne,Parks and Trees,Condition of Assets in Parks,1
CLOSED,2015-02-14,2015-02-16,Kensington,Parks and Trees,Condition of Assets in Parks,2
CLOSED,2014-12-08,2014-12-15,Melbourne,Graffiti,Graffiti Removal,7
CLOSED,2015-12-03,2016-02-08,,"Waste, Street Cleaning and Litter",Damaged Bins,67
CLOSED,2015-12-22,2016-01-18,,"Waste, Street Cleaning and Litter",Syringe pick-up services,27
CLOSED,2015-12-16,2015-12-22,,Parks and Trees,Condition of Assets in Parks,6
CLOSED,2015-12-16,2016-02-02,,Graffiti,Graffiti Removal,48
CLOSED,2015-12-26,2016-02-01,,Roads and Traffic,Road and Footpath Maintenance,37
CLOSED,2016-01-15,2016-01-15,,Parking,Parking Compliance Services,1
CLOSED,2015-12-24,2016-01-05,,Parks and Trees,Tree Maintenance Services,12
CLOSED,2015-11-04,2015-11-17,,Graffiti,Graffiti Removal,13
CLOSED,2016-01-12,2016-01-13,,Asset maintenance,Street Maintenance,1
CLOSED,2016-01-18,2016-01-20,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-12-26,2015-12-30,,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
CLOSED,2015-12-23,2016-01-15,,Graffiti,Graffiti Removal,23
CLOSED,2016-02-11,2016-02-12,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-03-21,2016-03-23,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-01-21,2016-01-21,,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2015-12-29,2015-12-30,,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2016-03-13,2016-03-29,,"Waste, Street Cleaning and Litter",Street Cleaning services,16
CLOSED,2015-12-30,2015-12-30,,Parking,Parking Compliance Services,1
CLOSED,2016-01-31,2016-02-01,,Roads and Traffic,Road and Footpath Maintenance,1
CLOSED,2015-12-22,2015-12-23,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-12-27,2016-01-05,,"Waste, Street Cleaning and Litter",Syringe pick-up services,9
CLOSED,2016-02-15,2016-03-07,,Parks and Trees,Tree Maintenance Services,21
CLOSED,2015-12-15,2015-12-22,,"Waste, Street Cleaning and Litter",Dumped Rubbish,7
CLOSED,2016-03-15,2016-03-18,,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2016-06-22,2016-06-22,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-05-09,2016-05-11,,"Waste, Street Cleaning and Litter",Public Litter Bin,2
CLOSED,2016-06-21,2016-06-22,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-01-25,2016-03-17,,Graffiti,Graffiti Removal,52
CLOSED,2016-06-23,2016-06-24,,Roads and Traffic,Drain Maintenance,1
CLOSED,2016-03-22,2016-03-23,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-05-10,2016-05-17,,Asset maintenance,Street Lighting Maintenance,7
CLOSED,2016-03-22,2016-03-27,,"Waste, Street Cleaning and Litter",Waste collection services,5
CLOSED,2016-02-08,2016-02-15,,Parks and Trees,Tree Maintenance Services,7
CLOSED,2016-02-10,2016-02-15,,"Waste, Street Cleaning and Litter",Street Cleaning services,5
CLOSED,2016-03-17,2016-03-18,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-01-29,2016-02-01,,"Waste, Street Cleaning and Litter",Syringe pick-up services,3
CLOSED,2016-03-18,2016-04-04,,"Waste, Street Cleaning and Litter",Waste collection services,17
CLOSED,2016-06-23,2016-06-24,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-03-30,2016-04-07,,"Waste, Street Cleaning and Litter",Waste collection services,8
CLOSED,2016-04-04,2016-05-20,,Graffiti,Graffiti Removal,46
CLOSED,2016-03-11,2016-03-17,,"Waste, Street Cleaning and Litter",Waste collection services,6
CLOSED,2015-11-10,2015-11-13,,Parks and Trees,Tree Maintenance Services,3
CLOSED,2015-11-24,2015-12-03,,Graffiti,Graffiti Removal,9
CLOSED,2015-11-11,2015-11-21,,"Waste, Street Cleaning and Litter",Waste collection services,10
CLOSED,2015-11-11,2015-11-17,,Parks and Trees,Condition of Assets in Parks,6
CLOSED,2015-11-30,2015-12-05,,Roads and Traffic,Traffic Management,5
CLOSED,2016-02-25,2016-02-25,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-04-05,2016-04-15,,Graffiti,Graffiti Removal,10
CLOSED,2016-04-06,2016-04-15,,Graffiti,Graffiti Removal,9
CLOSED,2016-04-08,2016-04-13,,Graffiti,Graffiti Removal,5
CLOSED,2016-05-26,2016-05-30,,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
CLOSED,2015-10-21,2015-10-22,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-05-27,2016-06-02,,Asset maintenance,Street Maintenance,6
CLOSED,2015-05-27,2015-06-05,,"Waste, Street Cleaning and Litter",Dumped Rubbish,9
CLOSED,2016-05-07,2016-05-07,,Parking,Parking Compliance Services,1
CLOSED,2015-06-23,2015-09-23,,Parking,Parking Meter Service,92
CLOSED,2016-04-19,2016-04-20,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2014-11-12,2015-01-20,East Melbourne,Parks and Trees,Park Cleaning,69
CLOSED,2015-10-16,2015-10-16,,Parking,Parking Compliance Services,1
CLOSED,2015-10-23,2015-11-06,,Graffiti,Graffiti Removal,14
CLOSED,2016-06-17,2016-06-23,,Graffiti,Graffiti Removal,6
CLOSED,2015-02-17,2015-02-19,,"Waste, Street Cleaning and Litter",Street Cleaning services,2
CLOSED,2016-04-27,2016-05-03,,Graffiti,Graffiti Removal,6
CLOSED,2015-08-25,2015-08-29,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2015-05-04,2015-05-08,,Graffiti,Graffiti Removal,4
CLOSED,2016-04-22,2016-04-27,,"Waste, Street Cleaning and Litter",Street Cleaning services,5
CLOSED,2015-11-11,2015-11-13,,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
CLOSED,2015-06-30,2015-07-08,,Graffiti,Graffiti Removal,8
CLOSED,2016-06-15,2016-06-15,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-01-09,2015-03-27,,Roads and Traffic,Traffic Management,77
CLOSED,2016-05-24,2016-05-25,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-07-04,2015-07-20,West Melbourne,Graffiti,Graffiti Removal,16
CLOSED,2015-03-31,2015-04-02,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-01-06,2015-01-08,Carlton,"Waste, Street Cleaning and Litter",Waste collection services,2
CLOSED,2015-02-25,2015-02-27,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,2
CLOSED,2015-06-29,2015-07-08,Melbourne,Graffiti,Graffiti Removal,9
CLOSED,2016-04-21,2016-04-26,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
CLOSED,2015-06-09,2015-06-22,Parkville,Parks and Trees,Condition of Assets in Parks,13
CLOSED,2015-03-18,2015-04-01,Melbourne,Graffiti,Graffiti Removal,14
CLOSED,2016-01-01,2016-01-04,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,3
CLOSED,2016-01-17,2016-01-18,West Melbourne,Parks and Trees,Lawns and Irrigation,1
CLOSED,2015-02-16,2015-02-18,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,2
CLOSED,2016-04-01,2016-04-05,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,4
CLOSED,2016-04-29,2016-06-21,Carlton,Graffiti,Graffiti Removal,53
CLOSED,2015-10-22,2015-10-27,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,5
CLOSED,2015-07-20,2015-08-03,Carlton,Graffiti,Graffiti Removal,14
CLOSED,2015-09-01,2015-09-02,Docklands,"Waste, Street Cleaning and Litter",Missing Bin,1
CLOSED,2015-09-29,2015-11-16,North Melbourne,Parks and Trees,Park Cleaning,48
CLOSED,2016-04-11,2016-04-19,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,8
CLOSED,2016-01-11,2016-01-13,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,2
CLOSED,2015-02-13,2015-02-19,,"Waste, Street Cleaning and Litter",Street Cleaning services,6
CLOSED,2015-03-31,2015-04-08,,Roads and Traffic,Road and Footpath Maintenance,8
CLOSED,2015-03-31,2015-04-01,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-02-05,2015-02-09,,Parks and Trees,Tree Maintenance Services,4
CLOSED,2015-03-06,2015-03-06,,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2015-03-07,2015-03-07,,Parking,Parking Compliance Services,1
CLOSED,2015-02-23,2015-02-24,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-03-20,2015-03-23,,Parks and Trees,Condition of Assets in Parks,3
CLOSED,2015-02-09,2015-02-25,,Roads and Traffic,Traffic Management,16
CLOSED,2015-02-05,2015-03-03,,Parking,Parking Meter Service,26
CLOSED,2015-03-26,2015-06-18,,Roads and Traffic,Traffic Management,84
CLOSED,2015-03-23,2015-04-17,,"Waste, Street Cleaning and Litter",Waste collection services,25
CLOSED,2015-04-10,2015-04-17,,"Waste, Street Cleaning and Litter",Street Cleaning services,7
CLOSED,2015-03-01,2015-03-04,,Parks and Trees,Condition of Assets in Parks,3
CLOSED,2015-02-18,2015-02-19,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-04-01,2015-04-09,,"Waste, Street Cleaning and Litter",Dumped Rubbish,8
CLOSED,2015-02-03,2015-03-02,,Roads and Traffic,Traffic Management,27
CLOSED,2015-03-02,2015-03-05,,"Waste, Street Cleaning and Litter",Waste collection services,3
CLOSED,2015-02-16,2015-02-18,,"Waste, Street Cleaning and Litter",Public Litter Bin,2
CLOSED,2015-03-04,2015-03-16,,Roads and Traffic,Traffic Management,12
CLOSED,2015-03-17,2015-04-07,,Graffiti,Graffiti Removal,21
CLOSED,2015-02-06,2015-03-11,,"Waste, Street Cleaning and Litter",Damaged Bins,33
CLOSED,2015-02-10,2015-02-15,,"Waste, Street Cleaning and Litter",Dumped Rubbish,5
CLOSED,2015-02-24,2015-02-25,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-02-26,2015-03-11,,Roads and Traffic,Road and Footpath Maintenance,13
CLOSED,2015-04-14,2015-04-14,,Parking,Parking Meter Service,1
CLOSED,2015-04-01,2015-04-02,,Roads and Traffic,Road and Footpath Maintenance,1
CLOSED,2015-02-03,2015-02-04,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-02-18,2015-07-08,,Parking,Parking Meter Service,140
CLOSED,2015-04-01,2015-05-05,,Parks and Trees,Park Cleaning,34
CLOSED,2015-03-04,2015-03-06,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-02-18,2015-02-24,,Graffiti,Graffiti Removal,6
CLOSED,2015-03-10,2015-05-20,,Parks and Trees,Park Cleaning,71
CLOSED,2015-03-16,2015-03-19,,Graffiti,Graffiti Removal,3
CLOSED,2015-03-24,2015-04-01,,Graffiti,Graffiti Removal,8
CLOSED,2015-03-10,2015-03-24,,Graffiti,Graffiti Removal,14
CLOSED,2015-02-06,2015-02-25,,"Waste, Street Cleaning and Litter",Syringe pick-up services,19
CLOSED,2015-02-24,2015-02-26,,"Waste, Street Cleaning and Litter",Waste collection services,2
CLOSED,2015-03-23,2015-04-17,,"Waste, Street Cleaning and Litter",Dumped Rubbish,25
CLOSED,2015-04-07,2015-04-27,,"Waste, Street Cleaning and Litter",Syringe pick-up services,20
CLOSED,2015-03-06,2015-04-27,,Parks and Trees,Park Cleaning,52
CLOSED,2015-02-27,2015-03-17,,"Waste, Street Cleaning and Litter",Syringe pick-up services,18
CLOSED,2015-03-08,2015-03-12,,"Waste, Street Cleaning and Litter",Waste collection services,4
CLOSED,2015-03-09,2015-03-12,,Parks and Trees,Condition of Assets in Parks,3
CLOSED,2015-03-13,2015-03-17,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2015-04-14,2015-04-15,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,1
CLOSED,2015-03-28,2015-03-28,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-02-17,2015-02-19,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-04-14,2015-05-05,,Parks and Trees,Park Cleaning,21
CLOSED,2015-02-16,2015-02-16,,Parking,Parking Compliance Services,1
CLOSED,2015-02-20,2015-04-13,,Parking,Parking Meter Service,52
CLOSED,2015-02-20,2015-03-20,,Parks and Trees,Tree Maintenance Services,28
CLOSED,2015-02-05,2015-02-09,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2015-02-23,2015-03-03,,Parks and Trees,Tree Maintenance Services,8
CLOSED,2015-02-10,2015-02-13,,Graffiti,Graffiti Removal,3
CLOSED,2015-04-15,2015-04-22,,Graffiti,Graffiti Removal,7
CLOSED,2015-02-09,2015-02-21,,"Waste, Street Cleaning and Litter",Dumped Rubbish,12
CLOSED,2015-03-16,2015-03-17,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-03-25,2015-03-25,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-03-30,2015-04-02,,Roads and Traffic,Traffic Management,3
CLOSED,2015-03-02,2015-03-12,,Parks and Trees,Tree Maintenance Services,10
CLOSED,2015-02-04,2015-02-04,,Parking,Parking Compliance Services,1
CLOSED,2015-03-30,2015-04-14,,Parks and Trees,Park Cleaning,15
CLOSED,2015-02-17,2015-03-02,,Roads and Traffic,Road and Footpath Maintenance,13
CLOSED,2015-02-09,2015-02-11,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-03-05,2015-03-17,,Graffiti,Graffiti Removal,12
CLOSED,2015-04-03,2015-04-07,,"Waste, Street Cleaning and Litter",Damaged Bins,4
CLOSED,2015-04-13,2015-04-17,,Graffiti,Graffiti Removal,4
CLOSED,2015-02-09,2015-02-20,,Parks and Trees,Tree Maintenance Services,11
CLOSED,2015-05-27,2016-05-17,,Roads and Traffic,Traffic Management,356
CLOSED,2015-07-01,2015-07-03,,Asset maintenance,Street Lighting Maintenance,2
CLOSED,2015-05-12,2015-05-28,,"Waste, Street Cleaning and Litter",Waste collection services,16
CLOSED,2015-06-19,2015-06-29,,Roads and Traffic,Drain Maintenance,10
CLOSED,2015-04-27,2015-04-28,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-05-28,2015-06-09,,"Waste, Street Cleaning and Litter",Missing Bin,12
CLOSED,2015-04-28,2015-06-09,,"Waste, Street Cleaning and Litter",Waste collection services,42
CLOSED,2015-06-08,2015-06-12,,Roads and Traffic,Road and Footpath Maintenance,4
CLOSED,2015-06-15,2015-06-26,,Roads and Traffic,Road and Footpath Maintenance,11
CLOSED,2015-04-21,2015-04-23,,"Waste, Street Cleaning and Litter",Waste collection services,2
CLOSED,2015-04-29,2015-07-14,,Asset maintenance,Street Lighting Maintenance,76
CLOSED,2015-06-29,2015-07-01,,Parks and Trees,Tree Maintenance Services,2
CLOSED,2015-04-27,2015-04-29,,"Waste, Street Cleaning and Litter",Damaged Bins,2
CLOSED,2015-06-13,2015-06-13,,Parking,Parking Compliance Services,1
CLOSED,2015-05-27,2015-05-29,,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
CLOSED,2015-04-29,2015-05-12,,Graffiti,Graffiti Removal,13
CLOSED,2015-08-24,2015-08-25,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-07-20,2015-07-23,,Roads and Traffic,Drain Maintenance,3
CLOSED,2015-08-25,2015-09-14,,Parks and Trees,Tree Maintenance Services,20
CLOSED,2015-07-23,2015-07-29,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2015-09-11,2015-10-09,,"Waste, Street Cleaning and Litter",Dumped Rubbish,28
CLOSED,2015-08-25,2015-09-09,,Graffiti,Graffiti Removal,15
CLOSED,2015-08-11,2015-08-14,,"Waste, Street Cleaning and Litter",Damaged Bins,3
CLOSED,2015-09-05,2015-09-08,,Roads and Traffic,Road and Footpath Maintenance,3
CLOSED,2015-09-07,2015-09-11,,Roads and Traffic,Traffic Management,4
CLOSED,2015-09-01,2015-09-04,,Parks and Trees,Tree Maintenance Services,3
CLOSED,2015-07-31,2015-08-31,,Graffiti,Graffiti Removal,31
CLOSED,2015-08-18,2015-08-19,,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2015-08-06,2015-08-17,,Graffiti,Graffiti Removal,11
CLOSED,2015-09-24,2015-09-25,,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2015-09-17,2015-09-18,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-08-07,2015-08-07,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-09-07,2015-09-09,,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
CLOSED,2015-07-24,2015-08-04,,Parks and Trees,Tree Maintenance Services,11
CLOSED,2015-09-28,2015-09-28,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-09-25,2015-11-16,,Parks and Trees,Park Cleaning,52
CLOSED,2015-07-22,2015-08-01,,"Waste, Street Cleaning and Litter",Dumped Rubbish,10
CLOSED,2015-08-18,2015-08-20,,Parks and Trees,Lawns and Irrigation,2
CLOSED,2015-09-23,2015-10-05,,"Waste, Street Cleaning and Litter",Waste collection services,12
