request_status,date_received,date_completed,suburb,category,service_desc,days_to_complete
CLOSED,2015-06-01,2015-06-05,,Roads and Traffic,Traffic Management,4
CLOSED,2015-04-20,2015-06-25,,Parks and Trees,Park Cleaning,66
CLOSED,2015-06-29,2015-07-02,,"Waste, Street Cleaning and Litter",Syringe pick-up services,3
CLOSED,2015-04-30,2015-04-30,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-06-23,2015-06-30,,Graffiti,Graffiti Removal,7
CLOSED,2015-05-21,2015-05-21,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-06-09,2015-06-12,,"Waste, Street Cleaning and Litter",Street Cleaning services,3
CLOSED,2015-07-20,2015-07-26,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2015-08-05,2015-08-06,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-08-14,2015-08-19,,Parks and Trees,Tree Maintenance Services,5
CLOSED,2015-08-19,2016-04-01,,Parking,Parking Meter Service,226
CLOSED,2015-08-14,2015-10-16,,Parks and Trees,Park Cleaning,63
CLOSED,2015-09-15,2015-09-23,,"Waste, Street Cleaning and Litter",Waste collection services,8
CLOSED,2014-12-22,2014-12-24,,Parks and Trees,Tree Maintenance Services,2
CLOSED,2014-11-12,2014-11-14,,Graffiti,Graffiti Removal,2
CLOSED,2014-12-11,2014-12-11,,Roads and Traffic,Traffic Management,1
CLOSED,2015-01-28,2015-01-28,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2014-11-18,2014-11-18,,Asset maintenance,Street Lighting Maintenance,1
CLOSED,2014-12-17,2014-12-19,,"Waste, Street Cleaning and Litter",Missing Bin,2
CLOSED,2014-12-18,2014-12-19,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2014-12-24,2014-12-31,,"Waste, Street Cleaning and Litter",Missed Bin Collection,7
CLOSED,2015-01-14,2015-01-14,,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2015-01-24,2015-12-12,,Asset maintenance,Street Maintenance,322
CLOSED,2014-11-17,2014-11-18,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-01-20,2015-01-27,,Graffiti,Graffiti Removal,7
CLOSED,2014-11-17,2014-11-17,,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2015-10-07,2015-10-08,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-01-20,2016-01-26,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
CLOSED,2016-03-16,2016-03-21,,"Waste, Street Cleaning and Litter",Street Cleaning services,5
CLOSED,2016-02-01,2016-02-04,,Asset maintenance,Street Lighting Maintenance,3
CLOSED,2015-01-17,2015-01-21,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,4
CLOSED,2014-12-22,2014-12-24,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-06-07,2016-06-10,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2015-05-25,2015-05-26,Melbourne,Asset maintenance,Public Toilets,1
CLOSED,2015-12-15,2015-12-17,,"Waste, Street Cleaning and Litter",Public Litter Bin,2
CLOSED,2016-03-22,2016-03-29,,Graffiti,Graffiti Removal,7
CLOSED,2015-02-26,2015-02-27,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2016-01-22,2016-01-27,,"Waste, Street Cleaning and Litter",Missing Bin,5
CLOSED,2016-01-15,2016-01-16,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-02-11,2016-02-25,,Graffiti,Graffiti Removal,14
CLOSED,2016-03-16,2016-03-18,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-01-20,2016-01-26,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
CLOSED,2015-01-23,2015-01-27,,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
CLOSED,2014-12-04,2014-12-18,East Melbourne,Parks and Trees,Tree Maintenance Services,14
CLOSED,2015-06-25,2015-07-28,,Parks and Trees,Park Cleaning,33
CLOSED,2015-01-09,2015-02-19,,"Waste, Street Cleaning and Litter",Waste collection services,41
CLOSED,2016-02-29,2016-03-03,Kensington,Graffiti,Graffiti Removal,3
CLOSED,2015-07-14,2015-08-06,,Parks and Trees,Tree Maintenance Services,23
CLOSED,2015-04-21,2016-06-06,,Parking,Parking Meter Service,412
CLOSED,2015-06-30,2015-07-22,,"Waste, Street Cleaning and Litter",Syringe pick-up services,22
CLOSED,2015-06-04,2015-06-10,,Roads and Traffic,Road and Footpath Maintenance,6
CLOSED,2015-04-23,2015-04-24,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-04-29,2015-05-19,,Asset maintenance,Bike pod services,20
CLOSED,2015-07-02,2015-07-06,,"Waste, Street Cleaning and Litter",Street Cleaning services,4
CLOSED,2015-06-19,2015-07-09,,Asset maintenance,Street Maintenance,20
CLOSED,2015-05-28,2015-05-28,,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2015-04-19,2015-04-30,,Graffiti,Graffiti Removal,11
CLOSED,2015-07-03,2015-09-17,,Parks and Trees,Park Cleaning,76
CLOSED,2015-05-22,2015-05-25,,"Waste, Street Cleaning and Litter",Street Cleaning services,3
CLOSED,2015-06-18,2015-06-24,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2015-05-26,2015-05-28,,Roads and Traffic,Road and Footpath Maintenance,2
CLOSED,2014-12-05,2014-12-23,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,18
CLOSED,2015-05-05,2015-05-08,Kensington,Graffiti,Graffiti Removal,3
CLOSED,2015-07-08,2015-07-23,Kensington,Graffiti,Graffiti Removal,15
CLOSED,2016-03-21,2016-03-23,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-04-02,2015-04-07,Parkville,"Waste, Street Cleaning and Litter",Missing Bin,5
CLOSED,2014-12-12,2015-01-08,Parkville,Parks and Trees,Park Cleaning,27
CLOSED,2015-03-24,2015-04-09,Melbourne,Graffiti,Graffiti Removal,16
CLOSED,2015-09-21,2015-10-16,West Melbourne,Graffiti,Graffiti Removal,25
CLOSED,2016-02-15,2016-02-22,East Melbourne,Graffiti,Graffiti Removal,7
CLOSED,2016-02-12,2016-02-18,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,6
CLOSED,2015-12-22,2015-12-23,East Melbourne,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2016-06-01,2016-06-07,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,6
CLOSED,2016-02-19,2016-02-22,East Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,3
CLOSED,2015-11-09,2015-11-09,Melbourne,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2015-04-21,2015-04-23,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-05-05,2015-05-06,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-01-27,2015-01-27,,Parking,Parking Meter Service,1
CLOSED,2015-01-13,2015-02-06,,Parks and Trees,Tree Maintenance Services,24
CLOSED,2015-06-30,2015-07-03,,Asset maintenance,Street Lighting Maintenance,3
CLOSED,2015-05-14,2015-05-18,,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
CLOSED,2015-03-17,2015-03-18,,Roads and Traffic,Drain Maintenance,1
CLOSED,2015-06-01,2015-06-01,,Graffiti,Graffiti Removal,1
CLOSED,2015-01-14,2015-01-21,,"Waste, Street Cleaning and Litter",Missing Bin,7
CLOSED,2014-11-24,2014-11-25,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-03-31,2015-04-01,,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2015-01-11,2015-01-11,,Parking,Parking Compliance Services,1
CLOSED,2015-01-12,2015-03-27,,Roads and Traffic,Traffic Management,74
CLOSED,2015-02-20,2015-02-20,,Parking,Parking Meter Service,1
CLOSED,2015-06-16,2015-06-16,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-06-14,2015-06-18,,Roads and Traffic,Drain Maintenance,4
CLOSED,2015-07-06,2015-07-09,,Roads and Traffic,Road and Footpath Maintenance,3
CLOSED,2015-04-19,2015-04-24,,"Waste, Street Cleaning and Litter",Dumped Rubbish,5
CLOSED,2014-11-14,2014-11-17,,"Waste, Street Cleaning and Litter",Public Litter Bin,3
CLOSED,2015-01-27,2015-02-02,,Graffiti,Graffiti Removal,6
CLOSED,2015-02-24,2015-03-12,,Graffiti,Graffiti Removal,16
CLOSED,2014-12-18,2015-02-02,,Roads and Traffic,Traffic Management,46
CLOSED,2015-04-01,2015-04-13,,"Waste, Street Cleaning and Litter",Waste collection services,12
CLOSED,2015-08-31,2015-09-09,,"Waste, Street Cleaning and Litter",Dumped Rubbish,9
CLOSED,2015-11-09,2015-11-09,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-03-06,2016-03-06,,Parking,Parking Compliance Services,1
CLOSED,2015-08-25,2015-08-26,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-12-24,2015-12-31,Carlton,Graffiti,Graffiti Removal,7
CLOSED,2015-06-01,2015-06-03,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-05-10,2016-05-21,,"Waste, Street Cleaning and Litter",Dumped Rubbish,11
CLOSED,2016-02-09,2016-02-11,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,2
CLOSED,2015-04-28,2015-05-04,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
CLOSED,2015-04-01,2015-04-02,West Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-11-09,2015-11-11,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-01-19,2015-01-27,South Yarra,Graffiti,Graffiti Removal,8
CLOSED,2015-06-13,2015-07-20,East Melbourne,Parks and Trees,Condition of Assets in Parks,37
CLOSED,2014-12-07,2014-12-11,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,4
CLOSED,2015-03-20,2015-03-20,,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2016-05-03,2016-05-23,,Graffiti,Graffiti Removal,20
CLOSED,2016-05-06,2016-05-09,,"Waste, Street Cleaning and Litter",Syringe pick-up services,3
CLOSED,2015-08-06,2015-09-01,Parkville,Parks and Trees,Condition of Assets in Parks,26
CLOSED,2015-06-15,2015-06-17,Parkville,Parks and Trees,Tree Maintenance Services,2
CLOSED,2015-11-25,2015-11-27,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-05-04,2015-05-19,Melbourne,Parks and Trees,Lawns and Irrigation,15
CLOSED,2015-05-08,2015-06-04,Carlton,Parks and Trees,Park Cleaning,27
CLOSED,2016-05-09,2016-05-12,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2015-12-07,2015-12-09,,Graffiti,Graffiti Removal,2
CLOSED,2016-02-23,2016-02-24,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-08-20,2016-08-23,,"Waste, Street Cleaning and Litter",Street Cleaning services,3
CLOSED,2016-07-03,2016-07-11,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,8
CLOSED,2016-07-08,2016-07-14,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,6
CLOSED,2016-06-08,2016-06-28,,Graffiti,Graffiti Removal,20
CLOSED,2016-08-19,2016-08-19,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-07-12,2016-07-14,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-07-10,2016-07-12,Melbourne,Parks and Trees,Tree Maintenance Services,2
CLOSED,2016-08-24,2016-08-25,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2016-06-01,2016-06-28,,Parks and Trees,Tree Maintenance Services,27
CLOSED,2016-06-08,2016-07-04,,Graffiti,Graffiti Removal,26
CLOSED,2016-08-13,2016-09-08,,Parks and Trees,Tree Maintenance Services,26
CLOSED,2016-09-01,2016-09-02,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2016-05-06,2016-07-11,,Roads and Traffic,Drain Maintenance,66
CLOSED,2016-07-05,2016-07-12,Carlton,"Waste, Street Cleaning and Litter",Waste collection services,7
CLOSED,2016-02-04,2016-08-01,,Parking,Parking Meter Service,179
CLOSED,2016-07-25,2016-07-25,,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2016-07-05,2016-07-07,,Graffiti,Graffiti Removal,2
CLOSED,2016-07-12,2016-07-12,,Parking,Parking Meter Service,1
CLOSED,2016-06-27,2016-07-25,Carlton,Parks and Trees,Tree Maintenance Services,28
CLOSED,2016-08-12,2016-08-15,,Roads and Traffic,Drain Maintenance,3
CLOSED,2016-08-12,2016-08-15,Kensington,Parks and Trees,Sport and Playground Facilities,3
CLOSED,2016-09-04,2016-09-09,,Roads and Traffic,Traffic Management,5
CLOSED,2016-07-18,2016-07-21,Parkville,Graffiti,Graffiti Removal,3
CLOSED,2016-07-05,2016-07-07,,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
CLOSED,2016-06-17,2016-07-06,Kensington,Graffiti,Graffiti Removal,19
CLOSED,2016-07-22,2016-07-25,,"Waste, Street Cleaning and Litter",Public Litter Bin,3
CLOSED,2016-08-06,2016-08-18,Kensington,Roads and Traffic,Traffic Management,12
CLOSED,2016-07-11,2016-07-20,Carlton,Graffiti,Graffiti Removal,9
CLOSED,2016-07-24,2016-07-26,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-07-01,2016-07-07,,Graffiti,Graffiti Removal,6
CLOSED,2016-06-23,2016-07-04,,"Waste, Street Cleaning and Litter",Waste collection services,11
CLOSED,2016-07-05,2016-07-07,East Melbourne,Parks and Trees,Tree Maintenance Services,2
CLOSED,2016-07-27,2016-08-03,Kensington,Graffiti,Graffiti Removal,7
CLOSED,2016-07-19,2016-07-22,Carlton,Graffiti,Graffiti Removal,3
CLOSED,2016-08-16,2016-08-17,Parkville,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2016-08-31,2016-09-01,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2016-10-05,2016-10-07,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-06-28,2016-10-11,Carlton,Graffiti,Graffiti Removal,105
CLOSED,2016-11-02,2016-11-02,Southbank,Parking,Parking Compliance Services,1
CLOSED,2016-09-01,2016-09-13,North Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,12
CLOSED,2016-09-23,2016-09-26,East Melbourne,Parks and Trees,Condition of Assets in Parks,3
CLOSED,2016-10-06,2016-10-13,,Roads and Traffic,Traffic Management,7
CLOSED,2016-10-10,2016-10-13,Melbourne,Graffiti,Graffiti Removal,3
CLOSED,2016-10-24,2016-10-24,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-11-03,2016-11-07,Melbourne,Graffiti,Graffiti Removal,4
CLOSED,2016-10-10,2016-10-19,East Melbourne,Graffiti,Graffiti Removal,9
CLOSED,2016-09-13,2016-10-11,Kensington,Graffiti,Graffiti Removal,28
CLOSED,2016-01-07,2016-10-12,,Parking,Parking Meter Service,279
CLOSED,2016-10-05,2016-10-10,,Roads and Traffic,Traffic Management,5
CLOSED,2016-09-07,2016-09-15,West Melbourne,Parks and Trees,Tree Maintenance Services,8
CLOSED,2016-09-15,2016-09-21,,Graffiti,Graffiti Removal,6
CLOSED,2016-10-18,2016-10-21,,"Waste, Street Cleaning and Litter",Damaged Bins,3
CLOSED,2016-10-17,2016-10-21,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,4
CLOSED,2016-09-09,2016-09-10,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-10-20,2016-10-20,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-11-25,2016-10-27,,Parking,Parking Meter Service,337
CLOSED,2016-09-12,2016-09-16,Kensington,Graffiti,Graffiti Removal,4
CLOSED,2016-09-22,2016-09-23,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-10-03,2016-10-05,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-09-15,2016-09-19,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
CLOSED,2016-09-12,2016-09-15,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,3
CLOSED,2016-11-01,2016-11-01,,Parking,Parking Compliance Services,1
CLOSED,2016-10-04,2016-10-20,North Melbourne,Parks and Trees,Condition of Assets in Parks,16
CLOSED,2016-09-15,2016-09-16,,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2016-09-01,2016-09-14,North Melbourne,Graffiti,Graffiti Removal,13
CLOSED,2016-08-31,2016-10-07,,Roads and Traffic,Road and Footpath Maintenance,37
CLOSED,2016-10-08,2016-10-13,,Parks and Trees,Tree Maintenance Services,5
CLOSED,2016-09-27,2016-10-03,,Roads and Traffic,Road and Footpath Maintenance,6
CLOSED,2016-10-07,2016-10-13,,Parks and Trees,Tree Maintenance Services,6
CLOSED,2016-09-08,2016-10-27,,Parking,Parking Meter Service,49
CLOSED,2016-10-25,2016-10-25,Carlton,Graffiti,Graffiti Removal,1
CLOSED,2016-10-17,2016-10-27,,Roads and Traffic,Traffic Management,10
CLOSED,2016-09-08,2016-09-19,,Graffiti,Graffiti Removal,11
CLOSED,2016-10-04,2016-10-06,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-09-21,2016-09-23,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-09-23,2016-10-17,,Parks and Trees,Lawns and Irrigation,24
CLOSED,2016-10-19,2016-10-26,,Graffiti,Graffiti Removal,7
CLOSED,2016-10-13,2016-10-19,West Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,6
CLOSED,2016-10-28,2016-10-31,,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2016-11-06,2016-11-06,,Parking,Parking Compliance Services,1
CLOSED,2016-09-26,2016-10-06,East Melbourne,Graffiti,Graffiti Removal,10
CLOSED,2016-10-12,2016-10-15,,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2016-09-23,2016-09-27,Melbourne,Graffiti,Graffiti Removal,4
CLOSED,2016-09-02,2016-09-12,South Yarra,Parks and Trees,Lawns and Irrigation,10
CLOSED,2016-09-01,2016-09-15,Kensington,"Waste, Street Cleaning and Litter",Waste collection services,14
CLOSED,2016-09-27,2016-10-03,,Roads and Traffic,Traffic Management,6
CLOSED,2016-09-26,2016-10-05,Carlton,"Waste, Street Cleaning and Litter",Waste collection services,9
CLOSED,2016-06-03,2016-09-29,Carlton,Graffiti,Graffiti Removal,118
CLOSED,2016-09-23,2016-09-28,,"Waste, Street Cleaning and Litter",Missing Bin,5
CLOSED,2016-10-05,2016-10-06,Docklands,Parks and Trees,Condition of Assets in Parks,1
CLOSED,2016-10-26,2016-10-31,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
CLOSED,2016-09-27,2016-09-28,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2016-10-20,2016-10-26,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2016-09-29,2016-10-03,North Melbourne,Parks and Trees,Park Cleaning,4
CLOSED,2016-10-20,2016-11-03,East Melbourne,Parks and Trees,Condition of Assets in Parks,14
CLOSED,2016-09-27,2016-09-27,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-08-29,2016-09-23,East Melbourne,Graffiti,Graffiti Removal,25
CLOSED,2016-09-07,2016-09-13,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2016-10-12,2016-10-17,,Graffiti,Graffiti Removal,5
CLOSED,2016-10-09,2016-10-11,,Parking,Parking Meter Service,2
CLOSED,2016-09-27,2016-10-07,Melbourne,Graffiti,Graffiti Removal,10
CLOSED,2016-08-22,2016-09-13,,Graffiti,Graffiti Removal,22
CLOSED,2016-09-26,2016-10-05,,"Waste, Street Cleaning and Litter",Waste collection services,9
CLOSED,2016-10-13,2016-10-13,Docklands,Graffiti,Graffiti Removal,1
CLOSED,2016-09-14,2016-09-28,,Roads and Traffic,Drain Maintenance,14
CLOSED,2016-09-07,2016-10-05,,Parks and Trees,Lawns and Irrigation,28
CLOSED,2016-10-24,2016-10-28,East Melbourne,Graffiti,Graffiti Removal,4
CLOSED,2016-10-03,2016-10-04,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-10-18,2016-10-21,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,3
CLOSED,2016-09-11,2016-09-22,Carlton North,Parks and Trees,Tree Maintenance Services,11
CLOSED,2016-09-01,2016-10-07,,Asset maintenance,Street Maintenance,36
CLOSED,2016-09-27,2016-10-03,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
CLOSED,2016-09-27,2016-10-14,,Roads and Traffic,Traffic Management,17
CLOSED,2015-09-11,2016-10-28,,Parking,Parking Meter Service,413
CLOSED,2016-10-12,2016-10-14,East Melbourne,Graffiti,Graffiti Removal,2
CLOSED,2016-10-25,2016-10-26,,Roads and Traffic,Drain Maintenance,1
CLOSED,2016-09-13,2016-09-16,,"Waste, Street Cleaning and Litter",Damaged Bins,3
CLOSED,2016-09-13,2016-09-15,,"Waste, Street Cleaning and Litter",Damaged Bins,2
CLOSED,2016-11-03,2016-11-07,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2016-09-29,2016-10-07,,Roads and Traffic,Road and Footpath Maintenance,8
CLOSED,2016-09-13,2016-10-12,Kensington,Parks and Trees,Tree Maintenance Services,29
CLOSED,2016-09-20,2016-09-22,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-09-26,2016-09-29,,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2016-09-23,2016-10-03,,Graffiti,Graffiti Removal,10
CLOSED,2016-09-08,2016-09-12,,"Waste, Street Cleaning and Litter",Damaged Bins,4
CLOSED,2016-10-31,2016-11-03,Carlton,"Waste, Street Cleaning and Litter",Public Litter Bin,3
CLOSED,2016-09-13,2016-09-16,,Asset maintenance,Street Lighting Maintenance,3
CLOSED,2016-10-01,2016-10-04,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2016-10-15,2016-10-20,,Roads and Traffic,Road and Footpath Maintenance,5
CLOSED,2016-07-19,2016-09-19,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,62
CLOSED,2016-10-20,2016-10-27,,Graffiti,Graffiti Removal,7
CLOSED,2016-09-07,2016-10-04,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,27
CLOSED,2016-09-14,2016-09-22,,"Waste, Street Cleaning and Litter",Missed Bin Collection,8
CLOSED,2016-10-25,2016-11-04,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,10
CLOSED,2016-10-11,2016-10-11,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-10-06,2016-11-02,,"Waste, Street Cleaning and Litter",Syringe pick-up services,27
CLOSED,2016-10-26,2016-10-27,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-10-18,2016-11-02,,Parks and Trees,Tree Maintenance Services,15
CLOSED,2016-09-12,2016-09-26,Carlton,Graffiti,Graffiti Removal,14
CLOSED,2016-10-19,2016-10-19,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-09-08,2016-09-19,,Asset maintenance,Bridge Maintenance,11
CLOSED,2016-09-23,2016-09-28,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
CLOSED,2016-04-04,2016-10-10,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,189
CLOSED,2016-11-02,2016-11-04,,Parks and Trees,Tree Maintenance Services,2
CLOSED,2016-09-12,2016-09-28,,Roads and Traffic,Drain Maintenance,16
CLOSED,2016-10-24,2016-10-28,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2016-10-17,2016-10-18,,Roads and Traffic,Road and Footpath Maintenance,1
CLOSED,2016-09-23,2016-09-26,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2016-10-05,2016-10-07,,"Waste, Street Cleaning and Litter",Street Cleaning services,2
CLOSED,2016-10-12,2016-10-14,West Melbourne,Roads and Traffic,Drain Maintenance,2
CLOSED,2016-10-14,2016-10-17,Southbank,Parks and Trees,Tree Maintenance Services,3
CLOSED,2016-10-13,2016-10-13,,Parking,Parking Compliance Services,1
CLOSED,2016-09-12,2016-10-04,,Roads and Traffic,Traffic Management,22
CLOSED,2016-09-29,2016-09-29,,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2015-11-10,2016-10-27,,Parking,Parking Meter Service,352
CLOSED,2016-09-04,2016-10-06,,"Waste, Street Cleaning and Litter",Waste collection services,32
CLOSED,2016-09-22,2016-09-22,,Parking,Parking Compliance Services,1
CLOSED,2016-11-02,2016-11-04,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-09-26,2016-09-28,Docklands,Parks and Trees,Lawns and Irrigation,2
CLOSED,2016-09-23,2016-09-28,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,5
CLOSED,2016-09-15,2016-09-16,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-10-15,2016-11-02,,Parks and Trees,Tree Maintenance Services,18
CLOSED,2016-10-05,2016-10-11,,"Waste, Street Cleaning and Litter",Street Cleaning services,6
CLOSED,2016-09-23,2016-10-06,,Graffiti,Graffiti Removal,13
CLOSED,2016-07-08,2016-10-25,,Asset maintenance,Street Maintenance,109
CLOSED,2016-09-22,2016-10-17,,Graffiti,Graffiti Removal,25
CLOSED,2016-10-15,2016-10-21,,Roads and Traffic,Traffic Management,6
CLOSED,2016-11-04,2016-11-07,,Roads and Traffic,Traffic Management,3
CLOSED,2016-09-23,2016-09-27,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,4
CLOSED,2016-09-10,2016-09-15,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
CLOSED,2016-10-26,2016-10-26,,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2016-07-10,2016-09-14,West Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,66
CLOSED,2016-09-19,2016-09-26,,Graffiti,Graffiti Removal,7
CLOSED,2016-09-14,2016-09-15,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-08-08,2016-11-04,,Graffiti,Graffiti Removal,88
WIP,2015-12-14,,,Asset maintenance,Street Maintenance,331
NEW,2016-10-24,,Melbourne,Parks and Trees,Tree Maintenance Services,16
WIP,2016-08-22,,,"Waste, Street Cleaning and Litter",Syringe pick-up services,79
WIP,2016-10-26,,,"Waste, Street Cleaning and Litter",Syringe pick-up services,14
REASSIGNED,2016-10-10,,,Roads and Traffic,Traffic Management,30
WIP,2016-11-07,,South Yarra,Parks and Trees,Park Cleaning,2
NEW,2016-09-26,,,Roads and Traffic,Traffic Management,44
